protocol_id,protocol_type,train_task,eval_task,seed,fold,train_subjects,validation_subjects,train_positive_subjects,validation_positive_subjects
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,0,fold_2,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,0,fold_3,42,10,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,0,fold_4,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,0,fold_5,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,1,fold_1,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,1,fold_2,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,1,fold_3,42,10,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,1,fold_4,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,1,fold_5,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,2,fold_1,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,2,fold_2,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,2,fold_3,42,10,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,2,fold_4,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,2,fold_5,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,3,fold_1,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,3,fold_2,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,3,fold_3,42,10,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,3,fold_4,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,3,fold_5,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,4,fold_1,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,4,fold_2,41,11,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,4,fold_3,42,10,18,5
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,4,fold_4,42,10,19,4
modma_binary_cross_task_affective_task_to_reading,cross_task,affective_task,reading,4,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,0,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,0,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,0,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,0,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,0,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,1,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,1,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,1,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,1,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,1,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,2,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,2,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,2,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,2,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,2,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,3,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,3,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,3,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,3,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,3,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,4,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,4,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,4,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,4,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_affective_task,cross_task,interview,affective_task,4,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,0,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,0,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,0,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,0,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,0,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,1,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,1,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,1,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,1,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,1,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,2,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,2,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,2,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,2,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,2,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,3,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,3,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,3,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,3,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,3,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,4,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,4,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,4,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,4,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_picture_description,cross_task,interview,picture_description,4,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,0,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,0,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,0,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,0,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,0,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,1,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,1,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,1,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,1,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,1,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,2,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,2,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,2,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,2,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,2,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,3,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,3,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,3,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,3,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,3,fold_5,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,4,fold_1,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,4,fold_2,41,11,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,4,fold_3,42,10,18,5
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,4,fold_4,42,10,19,4
modma_binary_cross_task_interview_to_reading,cross_task,interview,reading,4,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,0,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,0,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,0,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,0,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,0,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,1,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,1,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,1,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,1,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,1,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,2,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,2,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,2,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,2,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,2,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,3,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,3,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,3,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,3,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,3,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,4,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,4,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,4,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,4,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_affective_task,cross_task,picture_description,affective_task,4,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,0,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,0,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,0,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,0,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,0,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,1,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,1,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,1,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,1,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,1,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,2,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,2,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,2,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,2,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,2,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,3,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,3,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,3,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,3,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,3,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,4,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,4,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,4,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,4,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_interview,cross_task,picture_description,interview,4,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,0,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,0,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,0,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,0,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,0,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,1,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,1,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,1,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,1,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,1,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,2,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,2,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,2,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,2,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,2,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,3,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,3,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,3,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,3,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,3,fold_5,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,4,fold_1,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,4,fold_2,41,11,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,4,fold_3,42,10,18,5
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,4,fold_4,42,10,19,4
modma_binary_cross_task_picture_description_to_reading,cross_task,picture_description,reading,4,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,0,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,0,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,0,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,0,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,0,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,1,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,1,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,1,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,1,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,1,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,2,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,2,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,2,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,2,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,2,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,3,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,3,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,3,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,3,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,3,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,4,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,4,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,4,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,4,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_affective_task,cross_task,reading,affective_task,4,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,0,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,0,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,0,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,0,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,0,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,1,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,1,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,1,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,1,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,1,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,2,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,2,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,2,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,2,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,2,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,3,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,3,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,3,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,3,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,3,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,4,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,4,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,4,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,4,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_interview,cross_task,reading,interview,4,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,0,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,0,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,0,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,0,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,0,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,1,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,1,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,1,fold_3,42,10,18,5
